,CUI1,CUI2,vector
821,C2665995,C2938006,0.0000
822,C1654325,C0660381,0.0262
823,C2726185,C1978067,0.1932
824,C0949984,C3925964,0.0364
825,C3949181,C0976633,0.3376
826,C1147803,C3363031,0.1147
827,C1281839,C2347789,0.1681
828,C0037209,C1278822,0.3877
829,C1632690,C1963929,0.3030
830,C1499817,C0035353,0.0326
831,C2949548,C2734004,0.0499
832,C0694383,C1824015,0.0998
833,C0503840,C1512239,0.0000
834,C1986972,C0550357,0.0333
835,C3462972,C0802154,0.1188
836,C4013571,C0159942,0.1352
837,C0967985,C3547646,0.0099
838,C0713105,C1825968,0.0163
839,C1706024,C1203385,0.2507
840,C2365847,C1036734,0.0000
841,C2001121,C0042516,0.0964
842,C4033309,C2567573,0.1911
843,C0226267,C3846913,0.4609
844,C0024820,C0224330,0.1414
845,C1954163,C0043593,0.0382
846,C0490238,C1101269,0.1841
847,C2992434,C2452540,0.0635
848,C1114693,C3070374,0.1010
849,C2985859,C0004920,0.1169
850,C0690397,C1871660,0.0775
851,C1122840,C0709454,0.0429
852,C0236858,C0047001,0.1391
853,C0266929,C1864500,0.0751
854,C1422079,C3392803,0.1259
855,C0012213,C0039629,0.2068
856,C2724215,C1853102,0.1598
857,C0819862,C3813398,0.1135
858,C1507682,C2542076,0.2120
859,C3771000,C0055716,0.0637
860,C1568614,C3055382,0.0474
861,C0365872,C3538890,0.1831
862,C3718986,C1427803,0.0294
863,C1525704,C0615645,0.1289
864,C1333973,C2405924,0.1582
865,C3174936,C2550292,0.2846
866,C2489340,C2560164,0.9150
867,C1652014,C2625632,0.9198
868,C1869658,C3483925,0.3158
869,C0798091,C3654970,0.8306
870,C2439649,C0016976,0.1723
871,C1632793,C0262565,0.1751
872,C0216768,C1334350,0.4058
873,C2824973,C3348729,0.0571
874,C3549589,C0005740,0.3165
875,C0001041,C3218263,0.1547
876,C0014544,C3830778,0.2447
877,C1010789,C0003462,0.0000
878,C1946368,C1539838,0.0538
879,C0005117,C2631844,0.1650
880,C4019656,C0700447,0.2559
881,C0152136,C0627286,0.2942
882,C2343349,C2291793,0.0631
883,C0799617,C0980741,0.5694
884,C3100762,C2995107,0.9995
885,C0446789,C1151074,0.1273
886,C0503493,C1182031,0.5987
887,C0489920,C1671705,0.0658
888,C1880121,C0804804,0.2665
889,C1488241,C0974619,0.2479
890,C0688465,C0031833,0.3964
891,C1151855,C2712595,0.0448
892,C0024429,C0779609,0.5299
893,C1427821,C1684123,0.0323
894,C1565081,C3654743,0.3498
895,C3814780,C0879839,0.2785
896,C0343757,C0800665,0.2862
897,C2614668,C1669143,0.9439
898,C3262334,C0018916,0.1677
899,C1530132,C3778864,0.0000
900,C2790507,C1537564,0.0445
901,C1045934,C1683994,0.8607
902,C1438149,C2302992,0.0925
903,C1294348,C2733889,0.3955
904,C3218720,C1847163,0.0054
905,C2764072,C0771832,0.0990
906,C3260265,C0975941,0.1362
907,C3762757,C0980645,0.1943
908,C3829470,C3273873,0.3226
909,C0011701,C2739384,0.2583
910,C3397201,C2433072,0.0000
911,C2460334,C4033861,0.0000
912,C0643777,C0546081,0.1610
913,C0018706,C1029291,0.0000
914,C1613478,C4019931,0.1079
915,C4047257,C1823486,0.0259
916,C1717325,C1625793,0.2461
917,C0551448,C1972687,0.2745
918,C3007615,C3260688,0.1208
919,C2449198,C0058451,0.1654
920,C0295955,C1430220,0.0951
921,C0526763,C0039411,0.0751
922,C2457792,C1425506,0.1770
923,C0971462,C2369292,0.0323
924,C2301125,C0982004,0.1091
925,C3415902,C2965510,0.1067
926,C3786503,C1978075,0.0897
927,C2264092,C2000012,0.2126
928,C1332482,C3012122,0.1838
929,C1173229,C1566924,0.1031
930,C1310006,C1259442,0.4238
931,C0697404,C0366014,0.0234
932,C0828837,C1215042,0.0000
933,C0162345,C3910837,0.0326
934,C0115137,C3533648,0.1847
935,C0456889,C1539145,0.3827
936,C1978471,C0941860,0.1631
937,C3067477,C2399415,0.0631
938,C2734216,C3979697,0.1431
939,C2811948,C0625977,0.1413
940,C1215004,C1567854,0.1678
941,C1879833,C1438907,0.0070
942,C3857847,C2679942,0.2899
943,C0118120,C0460097,0.0743
944,C1998091,C3374055,0.7656
945,C3108517,C2295503,0.0326
946,C3471069,C0912921,0.0625
947,C1153615,C2621245,0.2323
948,C1953890,C0520966,0.3773
949,C2243480,C0026626,0.0718
950,C0022804,C3571012,0.1184
951,C0410190,C0944926,0.3042
952,C1677260,C2583710,0.0649
953,C4037575,C0710617,0.0147
954,C2741717,C3054139,0.0424
955,C1883311,C0828665,0.0093
956,C3814960,C0280592,0.4275
957,C2276640,C0076062,0.9397
958,C1507709,C2435889,0.1138
959,C1147109,C2535477,0.1422
960,C2758553,C0994493,0.2228
961,C1475967,C4000692,0.7300
962,C1952943,C0629978,0.3609
963,C3948460,C0632746,0.1189
964,C0801243,C0224718,0.2098
965,C1146996,C0501416,0.1814
966,C0892180,C3156830,0.0456
967,C2739545,C3711547,0.3249
968,C3259428,C0541265,0.4344
969,C0363847,C1079325,0.2303
970,C1144044,C0056077,0.1403
971,C0546672,C2983846,0.1753
972,C3828932,C3699819,0.1135
973,C1625741,C2722796,0.1182
974,C2969819,C3539468,0.0939
975,C0880286,C0873038,0.5156
976,C1301808,C1660481,0.0616
977,C2612782,C3775766,0.0133
978,C3146694,C1874293,0.0300
979,C1276897,C1421692,0.0425
980,C1241693,C1272915,0.0170
981,C0031150,C0318017,0.1595
982,C0965421,C3896133,0.0292
983,C1879974,C1830102,0.3141
984,C2406627,C1629965,0.0000
985,C0803903,C1823044,0.1209
986,C1426434,C0166736,0.0357
987,C1256348,C0054751,0.2651
988,C1009561,C0537643,0.1243
989,C0549892,C2395313,0.0878
990,C3631824,C1542936,0.1072
991,C3814949,C2780777,0.0143
992,C1173816,C1412312,0.0295
993,C3815736,C2656809,0.0559
994,C0160994,C2934941,0.0000
995,C2970561,C3110890,0.3185
996,C2766887,C3499519,0.0768
997,C0228323,C0527824,0.1945
998,C0802813,C0940989,0.0399
999,C3563260,C3135301,0.0291
