,CUI1,CUI2,vector
821,C0053776,C0233624,0.2063
822,C1513188,C2133607,0.1241
823,C3751101,C3432943,0.8743
824,C3755846,C3346119,1.0000
825,C3325519,C3787125,0.0326
826,C3737888,C0007348,0.0000
827,C3494368,C0077901,0.2852
828,C1542862,C1717262,0.2248
829,C0367658,C3651362,0.4430
830,C0853281,C1955603,0.4174
831,C1415473,C0710504,0.1179
832,C1305386,C3737390,0.1083
833,C3919711,C0031495,0.2964
834,C0834219,C0074759,0.0138
835,C1714656,C2950642,0.2954
836,C2271072,C2733905,0.0546
837,C1420163,C1716026,0.0411
838,C1556355,C0550772,0.2180
839,C1197880,C0929631,0.1065
840,C3482219,C2924486,0.1500
841,C0362388,C1494559,0.0637
842,C0801018,C0550891,0.2012
843,C0482243,C1682805,0.1680
844,C1245396,C0737079,0.0469
845,C0822194,C0831263,0.9438
846,C0158695,C0660690,0.1040
847,C0507117,C2933229,0.0232
848,C2780999,C2343853,0.2465
849,C1420922,C0802088,0.1656
850,C3379259,C0701247,0.0788
851,C0606536,C0975305,0.0748
852,C1539341,C1423529,0.4313
853,C1186286,C0027763,0.5253
854,C0944655,C1181943,0.1666
855,C0322190,C3337675,0.9650
856,C3255717,C3752296,0.1127
857,C1956107,C0363086,0.2163
858,C3829842,C2778534,0.0000
859,C3147412,C2931004,0.1587
860,C2274679,C4002138,0.0952
861,C0485512,C0882063,0.6614
862,C2396757,C0854918,0.3275
863,C2309562,C1147621,0.1052
864,C2409869,C3269147,0.0247
865,C3975483,C1955939,0.3897
866,C0802705,C1224886,0.0588
867,C1666898,C3484144,0.2557
868,C0018818,C0797961,0.1970
869,C0482305,C3584943,0.0961
870,C3698804,C3800359,0.0405
871,C0949738,C0978637,0.8055
872,C2963914,C0282141,0.1169
873,C0806443,C0281468,0.1311
874,C0280096,C2458556,0.1343
875,C0026160,C2383685,0.2147
876,C0076964,C1848291,0.0401
877,C0864640,C3376755,0.1745
878,C0028377,C1175747,0.0886
879,C1920812,C0642972,0.0809
880,C0818327,C1661754,0.0581
881,C0481944,C0991700,0.1072
882,C3101227,C2567911,0.0194
883,C2288648,C3399930,0.9995
884,C2000727,C2261240,0.0000
885,C0485205,C1415135,0.1264
886,C1260916,C0716151,0.0084
887,C2702377,C3505710,0.3928
888,C3654402,C3427671,0.0584
889,C2416783,C0443335,0.0337
890,C3960380,C1186797,0.0436
891,C2931835,C1316635,0.4557
892,C1855375,C0878128,0.2137
893,C1570922,C0799304,0.3539
894,C3153982,C1417989,0.1269
895,C2582766,C1600113,0.0000
896,C2391793,C3850081,0.0489
897,C3313256,C1134421,0.4308
898,C1031149,C1336936,0.0051
899,C0801908,C3546875,0.2291
900,C2984408,C0999257,0.0383
901,C0134072,C0943509,0.0243
902,C3780623,C0945675,0.0713
903,C0215510,C1959029,0.3590
904,C0273486,C1316990,0.0929
905,C1903757,C3149409,0.0199
906,C0800203,C2109965,0.2785
907,C4036992,C0206654,0.3641
908,C0820118,C0176198,0.0000
909,C0315278,C2768196,0.3610
910,C3803214,C0041612,0.1474
911,C1357949,C2535844,0.0056
912,C1428622,C1638839,0.0000
913,C2698415,C1316891,0.2342
914,C1167082,C1518938,0.0173
915,C3061518,C2310136,0.9885
916,C3634975,C0802697,0.0244
917,C0224076,C0955675,0.1135
918,C1543222,C0018379,0.2294
919,C1682549,C3172391,0.0970
920,C4037758,C1156158,0.0963
921,C0687790,C1669355,0.4738
922,C1953582,C1421355,0.3810
923,C2660190,C0482967,0.0820
924,C1862090,C2727672,0.1823
925,C2799915,C0889174,0.0630
926,C1823925,C0062278,0.0197
927,C0177026,C0037304,0.1307
928,C2923663,C1069739,0.1574
929,C3013664,C0239845,0.1023
930,C0337739,C0073543,0.1012
931,C0030762,C1744525,0.1605
932,C1556415,C3640827,0.5718
933,C0871172,C3937838,0.2070
934,C0060197,C0149562,0.0953
935,C0031364,C0019937,0.7784
936,C1423547,C1632725,0.0409
937,C3502134,C2459676,0.0159
938,C0975043,C1910204,0.0944
939,C3810788,C0389003,0.0017
940,C2673131,C0910868,0.0510
941,C3124422,C0872752,0.1912
942,C1526384,C1453102,0.2418
943,C2309623,C1424086,0.1385
944,C1113834,C2276327,0.0498
945,C0532517,C0549812,0.4476
946,C1517563,C2284592,0.0260
947,C3373440,C1151575,0.0748
948,C2338787,C0040864,0.2260
949,C2536533,C0337203,0.1450
950,C3796694,C2825574,0.1254
951,C3104294,C0039602,0.0290
952,C0545902,C0385783,0.6880
953,C0700539,C3946413,0.0662
954,C3174160,C1182221,0.0829
955,C4012142,C1265318,0.2330
956,C1840028,C3258508,0.2866
957,C3651310,C1544799,0.5616
958,C0615036,C0268596,0.3948
959,C2259054,C0552177,0.0917
960,C2452480,C1016641,0.0400
961,C0934901,C1018020,0.0499
962,C1000767,C1558546,0.1265
963,C1041101,C0483846,0.2091
964,C0447388,C0815566,0.7598
965,C0007093,C1978321,0.2921
966,C0270933,C2784507,0.1785
967,C0597501,C3540066,0.1260
968,C3271732,C3973154,0.0332
969,C1546978,C1370206,0.0000
970,C0082035,C1014436,0.0494
971,C0428594,C3116421,0.1239
972,C0817515,C2567414,0.0000
973,C3732053,C3390558,0.0800
974,C0030448,C1428242,0.0960
975,C2296935,C3841885,0.0747
976,C3442841,C1824097,0.0445
977,C1954057,C2567106,0.0451
978,C0802884,C2984237,0.0672
979,C0916663,C0482311,0.0949
980,C0189876,C0797284,0.0751
981,C3541961,C2655075,0.1492
982,C1548969,C0797985,0.0000
983,C0942778,C3987807,0.0533
984,C1714710,C1421582,0.2439
985,C0193036,C0793964,0.0086
986,C1186086,C0070595,0.0939
987,C1890897,C0963751,0.0483
988,C2660773,C0026544,0.1226
989,C0014295,C1872203,0.3228
990,C2938761,C2277254,0.0000
991,C0690837,C0796906,0.6329
992,C0482030,C3692505,0.3913
993,C3601232,C1437871,0.0370
994,C1874399,C1498226,0.1480
995,C3019148,C3859225,0.2290
996,C1066853,C0228738,0.4271
997,C3789846,C3373764,0.0345
998,C0141843,C1905629,0.1322
999,C1113767,C1114463,0.1754
