,CUI1,CUI2,vector
821,C2309744,C0616005,0.0782
822,C0023378,C3258889,0.2582
823,C0823032,C3420378,0.0000
824,C0976900,C0800158,0.5095
825,C3618010,C0879930,0.4369
826,C0060667,C1334905,0.7992
827,C3744643,C0941927,0.0805
828,C2291338,C1543924,0.1397
829,C0551856,C1158430,0.2023
830,C0958387,C1895585,0.0694
831,C3715219,C3667096,0.1706
832,C1008989,C2739968,0.0082
833,C1169851,C3172554,0.3554
834,C3470333,C1447907,0.1658
835,C1334339,C0365559,0.2645
836,C2735388,C2619420,0.3762
837,C1367202,C0905644,0.3328
838,C1415436,C3488993,0.0672
839,C1676757,C0798689,0.4156
840,C0143173,C3492804,0.0338
841,C3763054,C3919004,0.0613
842,C0880263,C1327538,0.1632
843,C3204938,C0366033,0.0168
844,C0019397,C0204863,0.1000
845,C3546673,C3385936,0.8543
846,C1100928,C2408786,0.1387
847,C0483065,C3846470,0.0968
848,C3570183,C0595220,0.1342
849,C1018136,C1416584,0.0880
850,C1425198,C0942447,0.0662
851,C0051515,C0604603,0.0732
852,C0048129,C1703655,0.0000
853,C2435502,C3539815,0.1071
854,C1568000,C2941973,0.1274
855,C1147654,C2930667,0.0096
856,C2761414,C0882471,0.1471
857,C0981141,C2370691,0.3005
858,C0947227,C1176043,0.0560
859,C0702291,C3175086,0.7377
860,C0928708,C0797319,0.0573
861,C4017070,C0030660,0.4287
862,C1920080,C2826176,0.3918
863,C0943219,C2983564,0.4315
864,C3615565,C0041538,0.0156
865,C0556303,C0981559,0.1823
866,C3245528,C1239948,0.0151
867,C1517098,C2736576,0.2767
868,C1419352,C3172386,0.1996
869,C0484074,C1955835,0.3818
870,C0600408,C2390827,0.5010
871,C0482223,C3226830,0.0783
872,C1425229,C0799983,0.1193
873,C0878683,C2742666,0.0496
874,C0699666,C0557094,0.2459
875,C3654127,C0298421,0.0694
876,C1909707,C0871510,0.0025
877,C1880342,C3353814,0.1856
878,C3257518,C1047619,0.1111
879,C2568059,C1944021,0.0000
880,C0132466,C1097111,0.0420
881,C0872179,C0863581,0.2268
882,C1684774,C1610960,0.1417
883,C4022844,C3909047,0.2927
884,C1572614,C2743388,0.0378
885,C3818131,C3915632,0.0821
886,C0574420,C1609960,0.0000
887,C3790763,C0160653,0.0000
888,C2361571,C3922398,0.0639
889,C0083765,C3966547,0.2344
890,C0735290,C0488113,0.3195
891,C4042877,C0030859,0.3109
892,C1418410,C2470594,0.0874
893,C3427580,C2966660,0.2378
894,C0798804,C0979447,0.5903
895,C1334573,C2326950,0.3352
896,C0550787,C0799386,0.1765
897,C3561075,C1072152,1.0000
898,C1846576,C2309751,0.0206
899,C1063890,C1148541,0.0305
900,C3571597,C2422665,0.0634
901,C2561623,C3391101,0.0590
902,C0884112,C0373483,0.3978
903,C2944902,C0881394,0.1992
904,C3323427,C0080159,0.3299
905,C2923111,C1866049,0.2543
906,C3107624,C0021847,0.6380
907,C1978311,C2786455,0.1937
908,C3778207,C3764558,0.0282
909,C2514875,C0054685,0.0000
910,C0949934,C2824670,0.1981
911,C0804189,C2397478,0.0898
912,C3255748,C0365717,0.0253
913,C0054995,C3377038,0.2545
914,C0410000,C3750793,0.0741
915,C0680362,C0929992,0.0815
916,C3092449,C2821345,0.9995
917,C0242387,C3291636,0.2715
918,C0035871,C3378299,0.2097
919,C1835838,C1839580,0.2481
920,C1449017,C3430707,0.0458
921,C0550816,C2545630,0.0602
922,C2534018,C2716956,0.0535
923,C1053765,C1650355,0.2042
924,C0737232,C3547603,0.0407
925,C3340359,C1459735,0.0852
926,C0943769,C1413035,0.1142
927,C0947235,C0052145,0.0960
928,C0364162,C3963217,0.1589
929,C0307145,C2432513,0.1497
930,C2665260,C0799545,0.0226
931,C1186226,C0182469,0.0286
932,C3618818,C0999367,0.0000
933,C3569512,C1953755,0.0846
934,C0553570,C3024293,0.0905
935,C2934936,C0161637,0.0799
936,C0854766,C1329033,0.0442
937,C0835194,C0282180,0.0179
938,C2672196,C0751440,0.4852
939,C0796804,C0006935,0.3418
940,C3654865,C2241909,0.6777
941,C2739441,C3325456,0.2227
942,C3599643,C2458316,0.0000
943,C0945362,C0362936,0.5676
944,C0502292,C0158698,0.2222
945,C1420798,C2672304,0.1481
946,C0057596,C2681857,0.1914
947,C1988956,C0028237,0.0427
948,C1124335,C0123259,0.3124
949,C3804786,C3544047,0.0445
950,C0867545,C1711810,0.0771
951,C0991511,C1221904,0.0518
952,C1018400,C0170137,0.1103
953,C3720058,C0891483,0.0887
954,C3049993,C2373191,0.0377
955,C3151272,C2635142,0.0421
956,C0600593,C0362090,0.1829
957,C0203110,C1059525,0.1187
958,C3174236,C3696605,0.0000
959,C1182960,C1147776,0.5201
960,C1448554,C1317801,0.1076
961,C1979209,C3893192,0.1407
962,C2492955,C3822358,0.1247
963,C1489147,C0488185,0.0267
964,C3481501,C2973017,0.0831
965,C3953994,C2647232,0.0559
966,C0482705,C0003477,0.0943
967,C1199831,C1336674,0.0223
968,C2308490,C3262763,0.1160
969,C1383947,C1313777,0.0391
970,C0010314,C2690470,0.3465
971,C0693413,C3002687,0.1358
972,C3317367,C0605554,0.1316
973,C0039543,C2606864,0.3809
974,C0880195,C3562397,0.0565
975,C1058309,C1717227,0.1904
976,C1954424,C2239348,0.0739
977,C0499608,C1081056,0.1200
978,C3991206,C0803730,0.0891
979,C1079596,C0036669,0.0409
980,C0040188,C1506076,0.1539
981,C0646368,C1042607,0.0147
982,C0869091,C2379859,0.3727
983,C3399237,C0736100,0.0475
984,C0420176,C2280007,0.0446
985,C1384490,C4036496,0.0956
986,C0944787,C2282700,0.1137
987,C0242073,C1482596,0.1755
988,C3599525,C2114359,0.1744
989,C1994029,C0056934,0.0189
990,C3913093,C0678358,0.0000
991,C0788741,C0546883,0.1316
992,C3262219,C3126054,0.2616
993,C3903988,C3841580,0.0646
994,C1931702,C0205300,0.0000
995,C0090817,C2808763,0.1103
996,C3654903,C1741260,0.1005
997,C3175099,C0869218,0.1309
998,C3483637,C1977985,0.8558
999,C0484120,C0007137,0.4636
