,CUI1,CUI2,vector
821,C2339667,C2345732,0.0531
822,C2630016,C0975796,0.3068
823,C0176999,C3533505,0.1489
824,C2517960,C1512862,0.0846
825,C0003391,C2801006,0.2495
826,C0024965,C0485390,0.0915
827,C1152061,C0315202,0.0186
828,C0931902,C1681371,0.1022
829,C1512879,C1298297,0.0000
830,C2611235,C0518447,0.1262
831,C1899074,C0003166,0.6124
832,C0148485,C3930994,0.0420
833,C3205828,C1862055,0.2089
834,C0880064,C3621596,0.3231
835,C1164262,C1317024,0.0552
836,C1458976,C2422787,0.0608
837,C1506159,C3449618,0.5769
838,C0800091,C0927436,0.3059
839,C1415980,C2273547,0.0390
840,C0803218,C2758473,0.2687
841,C2820879,C0036093,0.3069
842,C0942378,C1837868,0.1905
843,C2679103,C0709678,0.0105
844,C1609909,C0364404,0.6138
845,C1639394,C0801351,0.2277
846,C2604136,C1203158,0.1232
847,C0830989,C0017551,0.2035
848,C0486009,C2923264,0.1540
849,C2926337,C1206144,0.0857
850,C0052370,C0026256,0.1982
851,C1850635,C0967499,0.1060
852,C0008249,C0005695,0.3642
853,C3980635,C2708481,0.0358
854,C0804190,C1543239,0.2589
855,C0482719,C1991783,0.1261
856,C2382388,C2598407,0.0631
857,C3172054,C0879809,0.5129
858,C3388905,C3347512,0.7388
859,C0877377,C1027840,0.0462
860,C0611083,C3007203,0.1887
861,C2344339,C1161770,0.8653
862,C1466241,C0874083,0.1293
863,C0051906,C1969935,0.4631
864,C0801645,C3594529,0.0000
865,C1505286,C2543765,0.0782
866,C0014741,C0059212,0.1361
867,C0141537,C3981744,0.0192
868,C0068029,C0067561,0.4225
869,C0023381,C2750815,0.2751
870,C2421686,C0368069,0.0977
871,C2566774,C0577720,0.0991
872,C1318143,C1978514,0.0433
873,C1969233,C0804268,0.6082
874,C1715367,C0044676,0.1365
875,C0364290,C2309481,0.1913
876,C3016953,C3729766,0.0317
877,C0883211,C1526828,0.0705
878,C1371153,C1315331,0.0000
879,C0944994,C3785755,0.2787
880,C3244783,C1566336,0.0309
881,C1069525,C2379227,0.0000
882,C2599630,C2499402,0.1537
883,C1524819,C0692784,0.3279
884,C1575818,C0997316,0.0083
885,C2514730,C2293258,0.0433
886,C3666713,C3734253,0.1445
887,C0439106,C1080839,0.0325
888,C0020319,C1544577,0.1326
889,C1532308,C0230382,0.0064
890,C0833938,C3098866,0.0000
891,C2535956,C0362239,0.1379
892,C3072106,C1556746,0.1097
893,C1313738,C2405443,0.0420
894,C1672936,C0206634,0.4861
895,C0981274,C1447334,0.2463
896,C0035232,C3157581,0.1527
897,C0803288,C1069139,0.0913
898,C0501304,C3066468,0.0496
899,C2688923,C1114710,0.2178
900,C1950819,C2707197,0.4133
901,C2598970,C3904021,0.1049
902,C0306166,C0975831,0.2908
903,C1955868,C0639432,0.0599
904,C0017922,C0239138,0.4396
905,C0954008,C0199171,0.0301
906,C2714539,C1026424,0.0347
907,C3903127,C0752050,0.3200
908,C2983538,C3831360,0.0232
909,C0798236,C0285904,0.2316
910,C1332942,C0139449,0.1891
911,C2002766,C3810674,0.0018
912,C1824536,C0800290,0.0687
913,C3048452,C4023765,0.0000
914,C1717310,C1156309,0.4556
915,C0942691,C0944220,0.6119
916,C0942624,C1420627,0.1682
917,C3599274,C2428830,0.0448
918,C1449507,C2764654,0.5086
919,C0295977,C0032447,0.1713
920,C2240638,C3586678,0.0000
921,C0880087,C0251905,0.0462
922,C1629719,C1472519,1.0000
923,C1687951,C2686916,0.0137
924,C2091902,C1704759,0.0532
925,C0551348,C1508125,0.1565
926,C3218233,C0014049,0.0497
927,C3818057,C2713945,0.0015
928,C1678841,C1953823,0.1103
929,C3794942,C0002989,0.3672
930,C2493974,C0051118,0.0534
931,C2414566,C2445188,0.7496
932,C0770993,C2065071,0.0025
933,C0279178,C1023999,0.0812
934,C3482427,C2240613,0.0000
935,C1422611,C3853964,0.0711
936,C3067724,C0025470,0.1588
937,C1315198,C0804113,0.1228
938,C0824239,C0914172,0.0423
939,C2513722,C1661291,0.0931
940,C0485088,C1537866,0.0690
941,C0991539,C3084215,0.0754
942,C0345326,C1610385,0.0732
943,C1586532,C2936267,0.0057
944,C0737715,C3464205,0.3584
945,C0010520,C2797058,0.2373
946,C1324763,C0076624,0.0367
947,C0720603,C2579333,0.0625
948,C1525887,C3358490,0.1312
949,C3941410,C2816282,0.0180
950,C0484981,C0034088,0.5066
951,C0669443,C0977168,0.2893
952,C2329864,C0941901,0.1046
953,C3946668,C0330206,0.2916
954,C1196562,C1824567,0.0445
955,C0034595,C1673900,0.2915
956,C2739364,C0221010,0.0355
957,C1939912,C2635020,0.0590
958,C3756449,C1525154,0.0598
959,C2747112,C3870180,0.0720
960,C4024174,C2825517,0.0005
961,C0019562,C0012470,0.6344
962,C1315406,C2003610,0.2135
963,C0798951,C0006657,0.5062
964,C0485123,C0355711,0.3576
965,C0942725,C3902398,0.0390
966,C2537435,C3256462,0.0281
967,C0979234,C0363002,0.1224
968,C0028027,C3254169,0.1982
969,C1314995,C3396928,0.7389
970,C0358909,C0793464,0.3437
971,C2454685,C1051692,0.0348
972,C3574599,C0024778,0.1046
973,C3113209,C0171822,0.0412
974,C1979224,C2266617,0.0298
975,C2492348,C0331153,0.1151
976,C0014761,C1147898,0.8037
977,C2735991,C2692388,0.0884
978,C3494489,C1234209,0.0459
979,C3158896,C0485571,0.2316
980,C2263553,C2473603,0.0141
981,C1369796,C0763769,0.2697
982,C2741435,C3416146,0.2447
983,C3894849,C2796569,0.0407
984,C1505144,C0385639,0.1160
985,C1913957,C2799116,0.0328
986,C0205386,C1332611,0.0075
987,C2352282,C1190359,0.0032
988,C2448222,C1085282,0.0968
989,C0527714,C2690283,0.0399
990,C2727577,C2301714,0.1948
991,C3421619,C2785694,0.0289
992,C2754318,C2813399,0.0644
993,C3271882,C0803837,0.2462
994,C3942868,C1515540,0.1185
995,C0343755,C0664077,0.0680
996,C3365930,C0018203,0.0499
997,C3387501,C1248665,0.0599
998,C2239427,C0592769,0.0426
999,C0001558,C3870348,0.2154
