,CUI1,CUI2,vector
821,C1415337,C3911362,0.2835
822,C3966331,C4022261,0.0000
823,C2249276,C0616766,0.0404
824,C2970283,C0502199,0.3046
825,C2458298,C0910515,0.2695
826,C4015168,C3724210,0.1387
827,C0260122,C3716796,0.1788
828,C2689241,C2736436,0.0586
829,C2396013,C1414903,0.1124
830,C0194550,C3394478,0.0786
831,C3991050,C2376769,0.0464
832,C3087368,C3494223,0.1030
833,C1855425,C1422525,0.2846
834,C0945785,C3444713,0.0921
835,C3089928,C1883485,0.6358
836,C3259694,C0974329,0.1174
837,C1261151,C1881477,0.0747
838,C0880619,C0712778,0.0338
839,C0803246,C1428650,0.0406
840,C1315169,C3848115,0.3275
841,C3635368,C2949721,0.0156
842,C3484219,C0544157,0.1161
843,C1524128,C3239858,0.1632
844,C0600591,C3095596,0.2265
845,C2390558,C2453292,0.7724
846,C0639694,C1417492,0.1296
847,C2966617,C3245090,0.1034
848,C0019376,C2947088,0.4276
849,C1150930,C3068854,0.0018
850,C0878716,C0980732,0.3176
851,C3773563,C2295494,0.0180
852,C1879866,C1316289,0.3562
853,C1069292,C0938466,0.0948
854,C1151496,C0338113,0.0209
855,C0723440,C0017589,0.2206
856,C1315513,C1824083,0.1566
857,C1645920,C1904341,0.4291
858,C0278182,C0364481,0.0764
859,C1959480,C3545367,0.1126
860,C4046565,C3444908,0.3132
861,C0800234,C1836959,0.1008
862,C0462567,C1316310,0.0589
863,C1654473,C1314916,0.1241
864,C0796973,C2439435,0.1518
865,C0944145,C0924539,0.2757
866,C0814200,C2463828,0.0411
867,C3009503,C0945143,0.1144
868,C0979341,C3241161,0.0933
869,C1637091,C0542370,0.0211
870,C1883845,C0048907,0.0308
871,C3940010,C2748472,0.1285
872,C1413696,C1945096,0.2431
873,C4021227,C1544018,0.0150
874,C2434453,C1647885,0.0655
875,C1316672,C1655535,0.1916
876,C2309314,C1928562,0.0629
877,C1659549,C2570059,0.0661
878,C3771879,C0015117,0.3143
879,C2755880,C3361407,0.0773
880,C2630654,C2678706,0.1823
881,C0551389,C0798368,0.2105
882,C2984318,C0021816,0.1369
883,C2457959,C2449425,0.2548
884,C3136129,C1498094,0.0629
885,C0693824,C2813067,0.2100
886,C1113933,C1445093,0.0214
887,C3130055,C1954785,0.2032
888,C3891400,C0241074,0.1068
889,C1480073,C3056685,0.1082
890,C3060682,C0941880,0.1806
891,C3172225,C1020492,0.0244
892,C1637849,C1454456,0.1523
893,C1545162,C1622883,0.2072
894,C0047931,C0364147,0.2538
895,C0029419,C1257982,0.3931
896,C3261616,C2675179,0.2447
897,C1218509,C0602937,0.0965
898,C0305093,C3957390,0.4567
899,C2482393,C0488460,0.0409
900,C2003753,C3245800,0.0790
901,C1041065,C3905659,0.0304
902,C2709725,C2550329,0.0000
903,C3986846,C1147068,0.1415
904,C0024909,C1823583,0.0944
905,C1114695,C2734747,0.5430
906,C1335513,C0617323,0.1678
907,C2773440,C1427693,0.0145
908,C3253260,C3019627,0.0578
909,C2461450,C2823172,0.0747
910,C1507018,C0943032,0.2416
911,C0998212,C1561357,0.1147
912,C0367599,C0019042,0.5451
913,C0800232,C0266004,0.2612
914,C0943853,C0957275,0.1301
915,C2621752,C2490887,0.0598
916,C1282580,C3384273,0.0000
917,C0797918,C0175220,0.2529
918,C2776070,C1543586,0.0454
919,C1526145,C0391083,0.1859
920,C1382972,C3272747,0.0858
921,C0980010,C3208249,0.3643
922,C0934758,C0041111,0.0231
923,C0013982,C0925619,0.1101
924,C3062059,C2813207,0.0000
925,C1092486,C2652106,0.1181
926,C0352535,C1242375,0.0460
927,C0268603,C2699272,0.0815
928,C0631057,C0879996,0.3042
929,C0060623,C1544488,0.5316
930,C0003881,C2250448,0.0551
931,C0363516,C3828137,0.1393
932,C0008463,C1329056,0.3473
933,C0942383,C3615048,0.1350
934,C3761475,C1166889,0.0783
935,C0333559,C2482237,0.0960
936,C0367735,C3359721,0.1395
937,C1824093,C0242169,0.3595
938,C0990139,C1505649,0.0405
939,C0999486,C1965346,0.0000
940,C0205950,C1147920,0.2096
941,C2455365,C1052352,0.0256
942,C0485857,C3734389,0.1208
943,C2770868,C0881199,0.1139
944,C1904760,C3353984,0.0652
945,C2654243,C0366843,0.0868
946,C0205711,C1147663,0.3456
947,C3218384,C0688452,0.1811
948,C0454077,C1424378,0.3043
949,C1423333,C1047644,0.0470
950,C1816565,C1971329,0.0690
951,C0484684,C1114194,0.8751
952,C0078789,C3173710,0.0430
953,C0057437,C3172369,0.2445
954,C3274201,C3756226,0.1349
955,C2787637,C3279759,0.0074
956,C0690882,C1161581,0.1189
957,C2510688,C3769620,0.1168
958,C2707642,C1313173,0.0454
959,C3943437,C0687868,0.1951
960,C3533409,C0080206,0.1940
961,C1715365,C0210341,0.0294
962,C2756574,C0162423,0.0000
963,C4037149,C1045281,0.1125
964,C0486190,C1224150,0.0688
965,C0443172,C2300443,0.0398
966,C0690660,C3886270,0.4832
967,C1825137,C0678896,0.1463
968,C2427727,C0921692,0.1321
969,C1933960,C2471047,0.0691
970,C3557097,C1315282,0.7207
971,C1652754,C0774140,0.0725
972,C3889989,C0035758,0.1602
973,C3169413,C0699359,0.2715
974,C0969774,C2736047,0.0691
975,C1416920,C3818598,0.1416
976,C0365057,C0716363,0.0324
977,C3661127,C1643236,0.3125
978,C1522002,C3269076,0.7802
979,C0549744,C1190542,0.1992
980,C0485299,C3889232,0.2394
981,C3278679,C2457309,0.1315
982,C1831572,C2450952,0.0858
983,C2433963,C0802180,0.1704
984,C1419114,C3979695,0.4706
985,C3904646,C1538647,0.0922
986,C1506932,C0162847,0.8989
987,C1508165,C0489027,0.2775
988,C1916460,C0215193,0.0887
989,C3489982,C2678077,0.0953
990,C0021861,C2713292,0.0676
991,C3813842,C2970053,0.0457
992,C0940105,C3261181,0.0045
993,C2312270,C0802050,0.2060
994,C0086418,C2364664,0.0002
995,C1523771,C3729036,0.2785
996,C1421346,C1101747,0.0721
997,C2415299,C1052969,0.0942
998,C0290099,C0950981,0.1110
999,C3261045,C1899351,0.0244
