,CUI1,CUI2,vector
821,C2428836,C3362812,0.0575
822,C2377097,C1453401,0.1007
823,C3823896,C3894504,0.0635
824,C1214877,C0482408,0.2604
825,C0659289,C0643204,0.0396
826,C3814784,C0957821,0.0000
827,C3172308,C0960540,0.2676
828,C2826494,C3382535,0.5770
829,C0626131,C1419185,0.1533
830,C0711668,C2663974,0.0000
831,C2654942,C2053547,0.0063
832,C0816521,C3970935,0.6939
833,C1652393,C1171812,0.1015
834,C3896142,C1315219,0.4989
835,C2792094,C1420192,0.0507
836,C3739126,C3654383,0.1768
837,C1467123,C3128077,0.9894
838,C1001077,C1826609,0.0358
839,C3811814,C3182508,0.0006
840,C0038013,C3928855,0.3077
841,C3844675,C0551895,0.3999
842,C3166674,C0699835,0.1600
843,C2734719,C0804267,0.9269
844,C2707222,C0240635,0.2161
845,C1953196,C3589850,0.5411
846,C0398367,C1089791,0.2103
847,C1721083,C0797003,0.0674
848,C2478990,C2482899,0.8988
849,C4036716,C0872173,0.0875
850,C1716151,C3440653,0.2280
851,C3332575,C0867822,0.0000
852,C1924736,C2334692,0.0722
853,C3282601,C0658631,0.0173
854,C2360254,C0042569,0.1133
855,C3855272,C0816780,0.1154
856,C3854856,C1630745,0.2259
857,C3891283,C0660171,0.0000
858,C1051744,C2327015,0.0356
859,C2403717,C3916181,0.0000
860,C3541588,C1425007,0.8134
861,C1334624,C3884155,0.1796
862,C2827254,C2622814,0.1343
863,C0485796,C1147508,0.1147
864,C1430505,C3625600,0.3665
865,C0264776,C0008238,0.2016
866,C3710366,C0549926,0.1068
867,C0803843,C1121562,0.1038
868,C2327748,C0379596,0.1043
869,C0945537,C3826237,0.0038
870,C0016045,C3643092,0.3448
871,C1000528,C0076981,0.1239
872,C1114811,C0364527,0.7917
873,C0158303,C0475455,0.1815
874,C0449200,C3810920,0.1279
875,C0259861,C0315097,0.0057
876,C1952628,C1545817,0.0559
877,C0712760,C2239449,0.0170
878,C0070269,C1565149,0.0025
879,C3265894,C1537851,0.2373
880,C1148547,C0798376,0.1206
881,C1370667,C2276816,0.4612
882,C3137043,C0803321,0.0936
883,C2930632,C0017160,0.1942
884,C3538768,C1150158,0.4192
885,C3566675,C0945619,0.0244
886,C0488966,C3996662,0.0959
887,C3169720,C3654495,0.1291
888,C0108844,C1715468,0.2025
889,C0194798,C1019796,0.0704
890,C2603663,C2331371,0.0000
891,C0669134,C3654646,0.8495
892,C0268600,C0700359,0.6632
893,C0366020,C0281666,0.3485
894,C3800633,C3152829,0.0090
895,C2683832,C0485635,0.1133
896,C0331036,C1254218,0.0632
897,C0022427,C2930496,0.2042
898,C2764801,C0029383,0.0315
899,C1613316,C3145566,0.0338
900,C1413150,C0003813,0.1800
901,C1979931,C0804020,0.0439
902,C1048071,C2599035,0.1364
903,C3547411,C3982672,0.1195
904,C0550826,C1422829,0.0644
905,C0666228,C1589506,0.0310
906,C3808147,C3807384,0.2096
907,C1576011,C0978482,0.1806
908,C2344624,C2811423,0.2637
909,C3390936,C2992188,0.9993
910,C0039154,C3148147,0.0724
911,C3458037,C1382425,0.0000
912,C0949583,C2825742,0.1851
913,C0096475,C3808136,0.0654
914,C0804242,C1007977,0.1469
915,C1955009,C0008037,0.2190
916,C3329792,C1047582,0.0712
917,C1151798,C0260698,0.1372
918,C0549676,C0560749,0.1625
919,C0632713,C2451814,0.0418
920,C3956582,C3902534,0.3030
921,C3194896,C0063781,0.0406
922,C3313475,C3828538,0.2169
923,C2925733,C1182770,0.2346
924,C1953181,C2349164,0.1792
925,C3439142,C1462068,0.0180
926,C0192444,C0549977,0.1333
927,C2364549,C3334117,0.1694
928,C3314429,C0702912,0.2639
929,C0913446,C0929192,0.0193
930,C2627586,C2575626,0.0511
931,C0027092,C2366055,0.1629
932,C0643241,C3157873,0.0000
933,C0652645,C1842018,0.4926
934,C1872527,C0796000,0.0943
935,C1114376,C0324031,0.1160
936,C0265221,C2567741,0.4447
937,C0923332,C2368705,0.0000
938,C0887978,C1206333,0.0025
939,C0011953,C0023493,0.4707
940,C2942302,C1528383,0.1095
941,C1420508,C1038611,0.0316
942,C0381469,C3814804,0.0872
943,C2735431,C2923153,0.4831
944,C2368770,C3922180,0.1103
945,C0974242,C1310760,0.2225
946,C1332109,C3935628,0.1353
947,C0981019,C0551329,0.3936
948,C2275418,C1986370,0.1200
949,C0365956,C0549795,0.7331
950,C2758651,C1198698,0.0180
951,C3068804,C0970614,0.0686
952,C3274862,C1826615,0.5810
953,C1978419,C0798781,0.7695
954,C0329644,C2599356,0.0366
955,C3931021,C0819759,0.0068
956,C1657447,C2798700,0.0610
957,C0238451,C0191279,0.1555
958,C1442776,C3839674,0.2636
959,C1148190,C3617502,0.4936
960,C0489053,C2804555,0.0448
961,C0233823,C2750509,0.5128
962,C2734989,C0768425,0.5431
963,C3699881,C3993190,0.0877
964,C3145877,C0964625,0.2651
965,C1077331,C1154921,0.0128
966,C1366530,C2696971,0.1836
967,C3633539,C1653612,0.2088
968,C0268149,C3918966,0.2958
969,C3497924,C1312291,0.6611
970,C1830111,C1417804,0.0651
971,C2544923,C3548032,0.0308
972,C0523130,C3891578,0.0583
973,C1575817,C3284526,0.1400
974,C0073099,C3895635,0.4215
975,C1715582,C2917462,0.4229
976,C0482435,C3450879,0.1275
977,C2822320,C1914875,0.0000
978,C0990263,C0250439,0.0840
979,C3362801,C3273319,0.1074
980,C2419418,C1057277,0.0705
981,C1572765,C3737314,0.1908
982,C3053789,C2822995,0.9256
983,C3115138,C1371979,0.0577
984,C3828387,C0974545,0.3779
985,C1567469,C1861918,0.0749
986,C1114853,C3453960,0.1160
987,C0796254,C1954712,0.4404
988,C2300206,C2398347,0.1285
989,C0086275,C2966636,0.0140
990,C2456880,C0140260,0.1033
991,C0091919,C3537256,0.2797
992,C3615033,C1336779,0.0197
993,C1705031,C2663868,0.7107
994,C0525045,C0649943,0.2868
995,C2269483,C0117605,0.1604
996,C2726353,C0938707,0.2023
997,C0038152,C3699814,0.1126
998,C0872076,C3540147,0.0960
999,C0044492,C2923079,0.0330
