,CUI1,CUI2,vector
821,C3424035,C0551105,0.1312
822,C3913760,C1538440,0.2181
823,C1680662,C2939365,0.0379
824,C1634125,C3543825,0.1342
825,C0012203,C1525796,0.4520
826,C1929085,C0082274,0.0700
827,C3035277,C1910846,0.0282
828,C0162864,C2683919,0.5942
829,C2828071,C2336431,0.0278
830,C1624680,C0008377,0.7854
831,C2658682,C1414044,0.0619
832,C2735173,C0008303,0.1045
833,C2544787,C2707263,0.3087
834,C1881158,C1530699,0.0394
835,C2289967,C0942546,0.1121
836,C1289276,C1710340,0.0955
837,C2511368,C3231970,0.0000
838,C3260189,C1715219,0.0670
839,C0239536,C0021931,0.2705
840,C3006257,C2707124,0.1730
841,C2498481,C3816880,0.1194
842,C0308812,C3970611,0.0850
843,C3545407,C3173942,0.0101
844,C1193269,C0002268,0.2695
845,C3246921,C0224416,0.0863
846,C3248638,C1648589,0.0305
847,C3781841,C0046166,0.1263
848,C3744230,C3278906,0.0665
849,C0284664,C3603974,0.0649
850,C0488372,C0503580,0.0396
851,C0798908,C0800013,0.7840
852,C1681426,C1715646,0.1484
853,C0689378,C1329139,0.6301
854,C1826600,C3977219,0.0384
855,C1092538,C0238210,0.1434
856,C2442960,C0879825,0.1176
857,C2528636,C2447502,0.8578
858,C0637230,C0687939,0.0451
859,C1417854,C1334261,0.1181
860,C2996049,C1333935,0.1048
861,C1315196,C1278712,0.2433
862,C0782220,C1178857,0.1308
863,C0002142,C0004936,0.3922
864,C2981609,C2274193,0.2609
865,C1182516,C2966716,0.2805
866,C3723739,C1438609,0.1812
867,C0042133,C1466277,0.2611
868,C0482072,C3174495,0.2566
869,C0389651,C0942397,0.1765
870,C1813964,C3725068,0.2018
871,C1147102,C3118283,0.2020
872,C1148073,C2670324,0.0662
873,C0550502,C1985283,0.0266
874,C0503561,C3889154,0.1266
875,C3982885,C0220633,0.4377
876,C1556474,C0025521,0.4335
877,C3102485,C1429089,0.1529
878,C2521630,C2733942,0.0310
879,C1335197,C1420225,0.7075
880,C1512653,C0040373,0.1794
881,C3919094,C2710909,0.0436
882,C0804457,C0692008,0.4792
883,C0152544,C2631517,0.1425
884,C0700219,C1007307,0.3729
885,C1176162,C3932719,0.7037
886,C3374226,C2611384,0.1452
887,C1487771,C0079933,0.2004
888,C2753841,C3443166,0.3055
889,C1501878,C3786341,0.0328
890,C0007872,C1114380,0.1041
891,C0797133,C0995799,0.1825
892,C1874689,C1633441,0.3605
893,C1012130,C2706893,0.0608
894,C0013404,C3173699,0.1952
895,C1826409,C0797458,0.1668
896,C3052186,C2821842,0.0304
897,C0880809,C0800730,0.2931
898,C0072018,C0804355,0.2967
899,C0367248,C2290858,0.0000
900,C1005340,C3105382,0.1088
901,C3847161,C2002093,0.1393
902,C1696477,C1147025,0.2856
903,C3172251,C3893993,0.0176
904,C0737381,C2292778,0.1099
905,C2499136,C1724190,0.1126
906,C0240800,C2671216,0.1122
907,C2311253,C3578345,1.0000
908,C2278622,C0115194,0.5540
909,C0069939,C3540406,0.0352
910,C0484092,C1523897,0.1599
911,C0712049,C1422087,0.0797
912,C3844139,C1709998,0.0353
913,C0364391,C0045557,0.2532
914,C0003368,C0798104,0.2118
915,C0302894,C0022057,0.3661
916,C0647480,C1714721,0.1425
917,C0007706,C1819126,0.5411
918,C1530729,C2391279,0.1995
919,C1012336,C3253252,0.2900
920,C3639658,C1928499,0.0171
921,C0797452,C0753726,0.2727
922,C1414590,C1136236,0.5340
923,C3378468,C3106722,0.0565
924,C3323301,C0011389,0.1507
925,C0945814,C0032897,0.4524
926,C0026782,C2396697,0.2185
927,C0485762,C0231528,0.4737
928,C1028401,C0072772,0.2826
929,C0208884,C2980429,0.1736
930,C0045389,C0367475,0.1837
931,C1830328,C1525798,0.1410
932,C1039891,C0914618,0.0521
933,C2743511,C0880025,0.0178
934,C1158735,C0034336,0.1977
935,C0315099,C1526407,0.2037
936,C0167802,C0312113,0.7534
937,C3008084,C0485745,0.1228
938,C1712048,C1334093,0.3684
939,C1457872,C0447267,0.0694
940,C2502286,C1259188,0.1527
941,C0076605,C0003691,0.1820
942,C2493982,C3428429,0.0812
943,C0550807,C0484490,0.1446
944,C1830344,C3956582,0.1430
945,C1419358,C2803673,0.0414
946,C1526746,C1507520,0.2991
947,C3176053,C1543017,0.1278
948,C3173131,C1715143,0.3467
949,C0941958,C0693758,0.2478
950,C3106998,C0953707,0.5506
951,C0041328,C0011082,0.6434
952,C1166719,C0029011,0.8259
953,C0044346,C1673347,0.0000
954,C3172340,C4021923,0.1731
955,C3944197,C0798638,0.2813
956,C0035668,C0226625,0.2903
957,C0387011,C3563558,0.0367
958,C1422019,C0040976,0.2697
959,C2615903,C3274695,0.1549
960,C3081490,C1242461,0.0000
961,C3634784,C3644114,0.0869
962,C0364629,C0798142,0.7641
963,C3393110,C4007484,0.0580
964,C2598694,C1741257,0.0585
965,C3813717,C4037592,0.1787
966,C2402253,C3810578,0.1415
967,C2458717,C0298187,0.0718
968,C1874939,C1421349,0.2544
969,C2397254,C2695390,0.8165
970,C0941540,C1977072,0.1125
971,C2734646,C3979648,0.0908
972,C1450613,C0368299,0.3195
973,C1228944,C0996824,0.6745
974,C0040836,C0691580,0.1532
975,C3241501,C1524524,0.0945
976,C0856012,C3033255,0.3722
977,C3909839,C2775331,0.0674
978,C1416653,C3956121,0.6941
979,C2678676,C3965183,0.1688
980,C1831364,C2446871,0.0682
981,C2619711,C1193184,0.0688
982,C0665167,C0828040,0.0932
983,C1063089,C2440163,0.0413
984,C1419242,C3726397,0.1378
985,C1829664,C1059595,0.3039
986,C3173384,C1315823,0.1471
987,C3964163,C1121670,0.0400
988,C0085298,C0365262,0.1923
989,C3367689,C1872370,0.1095
990,C0982320,C2361891,0.3035
991,C0797788,C3654437,0.6804
992,C3174922,C0482998,0.0740
993,C1415561,C3992166,0.0425
994,C3953122,C3122448,0.9995
995,C3249307,C2361812,0.1995
996,C0520485,C0124847,0.2149
997,C2916829,C0032520,0.1418
998,C0883043,C2599282,0.1281
999,C2751696,C0485044,0.0440
